1375;796
1375;1647
502;980
502;1046
502;1048
502;1451
1375;980
1375;1046
1375;1048
1375;1451
502;1046
502;1048
502;1425
502;358
1375;1046
1375;1048
1375;1425
1375;358
1600;1147
1600;637
1600;1496
1711;1610
1711;812
1711;813
1711;1654
1711;1655
1711;627
1711;1688
1711;1687
1711;627
1711;584
503;637
503;1116
503;496
503;818
1466;637
1466;1116
1466;496
1466;818
742;1336
563;1425
563;1147
260;1425
260;1147
416;1406
416;796
416;1647
417;1406
417;796
417;1647
1561;1406
1561;796
1561;1647
298;1557
298;949
298;1425
298;1059
398;212
398;953
398;589
599;1406
599;627
599;742
599;358
599;306
599;430
599;663
38;1059
38;627
38;1234
38;975
38;905
506;1629
506;1630
506;949
506;470
506;471
506;1344
506;358
760;1075
760;1695
760;1302
760;1208
400;1529
400;1059
401;1529
401;1059
844;1529
844;1059
1697;1529
1697;1059
1698;1529
1698;1059
1699;1529
1699;1059
532;1496
140;401
140;400
162;401
162;400
327;401
327;400
1034;401
1034;400
1035;401
1035;400
140;1177
140;584
162;1177
162;584
327;1177
327;584
1034;1177
1034;584
1035;1177
1035;584
140;1610
140;812
140;813
140;1654
140;1655
140;637
140;1496
162;1610
162;812
162;813
162;1654
162;1655
162;637
162;1496
327;1610
327;812
327;813
327;1654
327;1655
327;637
327;1496
1034;1610
1034;812
1034;813
1034;1654
1034;1655
1034;637
1034;1496
1035;1610
1035;812
1035;813
1035;1654
1035;1655
1035;637
1035;1496
986;470
986;471
986;1260
986;1344
986;1425
990;470
990;471
990;1260
990;1344
990;1425
812;470
812;471
812;1260
812;1344
812;1425
813;470
813;471
813;1260
813;1344
813;1425
1654;470
1654;471
1654;1260
1654;1344
1654;1425
1655;470
1655;471
1655;1260
1655;1344
1655;1425
546;172
546;1023
546;1032
546;518
179;172
179;1023
179;1032
179;518
546;1177
546;1374
179;1177
179;1374
546;358
546;172
546;1023
546;1032
179;358
179;172
179;1023
179;1032
82;470
82;471
82;1023
82;1032
82;1034
82;1344
82;1035
82;1259
950;470
950;471
950;1023
950;1032
950;1034
950;1344
950;1035
950;1259
209;1425
209;358
124;1177
124;1596
388;1189
388;1059
388;1177
388;40
779;1034
779;1035
779;1460
779;589
379;1034
379;1035
379;1460
379;589
492;913
744;1425
744;637
744;1496
11;1425
11;637
11;1496
874;1425
874;637
874;1496
1119;1425
1119;637
1119;1496
744;1336
11;1336
874;1336
1119;1336
386;627
386;584
1269;627
1269;584
692;1610
692;812
692;813
692;1654
692;1655
692;1406
692;949
692;1046
692;1048
692;1484
146;584
146;306
146;1147
146;637
146;1496
116;1560
116;812
116;813
116;1610
116;1654
116;1655
58;1560
58;812
58;813
58;1610
58;1654
58;1655
59;1560
59;812
59;813
59;1610
59;1654
59;1655
662;975
662;949
662;470
662;471
662;1344
662;1425
662;1610
662;812
662;813
662;1654
662;1655
662;560
662;1298
96;949
96;1059
96;1406
96;1226
96;592
1673;1105
1673;1610
1673;812
1673;813
1673;1654
1673;1655
1673;1484
270;1354
270;1413
270;658
206;1682
206;981
55;1425
55;1610
55;812
55;813
55;1654
55;1655
693;949
693;1046
693;1048
693;1484
693;1037
857;1147
857;637
857;1496
1710;1147
1710;637
1710;1496
1532;1413
479;627
479;584
371;1189
5;1189
696;401
696;400
1306;401
1306;400
696;589
1306;589
696;627
696;796
696;1647
1306;627
1306;796
1306;1647
758;949
758;1046
758;1048
758;1484
1669;949
1669;1046
1669;1048
1669;1484
758;913
758;1682
758;1046
758;1048
1669;913
1669;1682
1669;1046
1669;1048
68;949
68;1046
68;1048
68;358
509;949
509;1046
509;1048
509;1484
1390;949
1390;1046
1390;1048
1390;1484
181;949
181;1046
181;1048
181;1484
539;584
539;141
539;142
539;157
539;1574
509;338
1390;338
67;1547
67;832
928;1547
928;832
388;1189
715;1189
388;1059
388;1177
715;1059
715;1177
388;40
715;40
388;1406
388;1226
715;1406
715;1226
388;592
715;592
269;1629
269;1630
269;1147
1151;1629
1151;1630
1151;1147
724;1046
724;1048
724;1354
260;1046
260;1048
260;1354
745;627
745;584
664;113
664;796
664;1647
664;1596
1127;1046
1127;1048
1127;1413
661;833
661;832
661;912
661;303
661;953
624;1260
624;1529
624;470
624;471
624;1344
5;1260
5;1529
5;470
5;471
5;1344
327;1260
327;1529
327;470
327;471
327;1344
1;1557
1;1273
748;1557
748;1273
537;949
537;1046
537;1048
537;1484
211;796
211;1647
211;1596
379;796
379;1647
379;1596
189;470
189;471
189;1344
189;358
567;470
567;471
567;1344
567;358
189;913
567;913
216;953
216;742
860;1425
860;1406
379;796
379;1647
379;1596
546;172
546;1023
546;1032
546;518
546;1177
546;1374
546;358
546;172
546;1023
546;1032
184;1682
184;1413
179;1682
179;1413
184;961
184;989
184;995
184;998
184;1002
184;1009
184;981
179;961
179;989
179;995
179;998
179;1002
179;1009
179;981
184;1046
184;1048
184;1354
184;989
184;995
184;998
184;1002
184;1006
184;1009
179;1046
179;1048
179;1354
179;989
179;995
179;998
179;1002
179;1006
179;1009
138;1189
138;1059
138;1177
14;1610
14;812
14;813
14;1654
14;1655
14;1059
230;1610
230;812
230;813
230;1654
230;1655
230;1059
1112;1610
1112;812
1112;813
1112;1654
1112;1655
1112;1059
14;358
14;1105
14;1406
230;358
230;1105
230;1406
1112;358
1112;1105
1112;1406
14;1105
14;1425
230;1105
230;1425
1112;1105
1112;1425
305;1310
305;1314
305;1321
305;1046
305;1048
280;1310
280;1314
280;1321
280;1046
280;1048
1165;1310
1165;1314
1165;1321
1165;1046
1165;1048
305;1508
280;1508
1165;1508
1523;1354
1523;1413
481;470
481;471
481;975
481;1344
481;358
481;470
481;471
481;1046
481;1048
481;1344
481;1105
481;952
481;1547
481;832
481;980
481;1198
481;1547
481;832
272;470
272;471
272;949
272;1344
272;1059
11;470
11;471
11;949
11;1344
11;1059
874;470
874;471
874;949
874;1344
874;1059
371;40
5;40
391;401
391;400
285;627
285;584
806;240
806;23
806;24
724;627
724;796
724;1647
260;627
260;796
260;1647
429;1525
727;1525
1581;1525
56;172
56;1023
56;1032
56;141
56;142
56;157
56;470
56;471
56;1023
56;1032
56;1034
56;1344
56;1035
56;1259
664;113
748;1406
748;796
748;1647
748;1059
748;627
748;975
748;1629
748;1630
166;358
166;627
190;358
190;627
191;358
191;627
192;358
192;627
1065;358
1065;627
1066;358
1066;627
1067;358
1067;627
166;1682
166;981
190;1682
190;981
191;1682
191;981
192;1682
192;981
1065;1682
1065;981
1066;1682
1066;981
1067;1682
1067;981
166;1080
190;1080
191;1080
192;1080
1065;1080
1066;1080
1067;1080
166;1105
166;1425
190;1105
190;1425
191;1105
191;1425
192;1105
192;1425
1065;1105
1065;1425
1066;1105
1066;1425
1067;1105
1067;1425
166;949
166;1046
166;1048
166;1484
190;949
190;1046
190;1048
190;1484
191;949
191;1046
191;1048
191;1484
192;949
192;1046
192;1048
192;1484
1065;949
1065;1046
1065;1048
1065;1484
1066;949
1066;1046
1066;1048
1066;1484
1067;949
1067;1046
1067;1048
1067;1484
166;913
190;913
191;913
192;913
1065;913
1066;913
1067;913
166;1610
166;812
166;813
166;1654
166;1655
166;627
190;1610
190;812
190;813
190;1654
190;1655
190;627
191;1610
191;812
191;813
191;1654
191;1655
191;627
192;1610
192;812
192;813
192;1654
192;1655
192;627
1065;1610
1065;812
1065;813
1065;1654
1065;1655
1065;627
1066;1610
1066;812
1066;813
1066;1654
1066;1655
1066;627
1067;1610
1067;812
1067;813
1067;1654
1067;1655
1067;627
166;1529
166;1105
190;1529
190;1105
191;1529
191;1105
192;1529
192;1105
1065;1529
1065;1105
1066;1529
1066;1105
1067;1529
1067;1105
166;1610
166;812
166;813
166;1654
166;1655
166;637
166;1496
190;1610
190;812
190;813
190;1654
190;1655
190;637
190;1496
191;1610
191;812
191;813
191;1654
191;1655
191;637
191;1496
192;1610
192;812
192;813
192;1654
192;1655
192;637
192;1496
1065;1610
1065;812
1065;813
1065;1654
1065;1655
1065;637
1065;1496
1066;1610
1066;812
1066;813
1066;1654
1066;1655
1066;637
1066;1496
1067;1610
1067;812
1067;813
1067;1654
1067;1655
1067;637
1067;1496
166;1425
166;1610
166;812
166;813
166;1654
166;1655
190;1425
190;1610
190;812
190;813
190;1654
190;1655
191;1425
191;1610
191;812
191;813
191;1654
191;1655
192;1425
192;1610
192;812
192;813
192;1654
192;1655
1065;1425
1065;1610
1065;812
1065;813
1065;1654
1065;1655
1066;1425
1066;1610
1066;812
1066;813
1066;1654
1066;1655
1067;1425
1067;1610
1067;812
1067;813
1067;1654
1067;1655
166;1037
166;1574
190;1037
190;1574
191;1037
191;1574
192;1037
192;1574
1065;1037
1065;1574
1066;1037
1066;1574
1067;1037
1067;1574
166;1629
166;1630
166;1529
190;1629
190;1630
190;1529
191;1629
191;1630
191;1529
192;1629
192;1630
192;1529
1065;1629
1065;1630
1065;1529
1066;1629
1066;1630
1066;1529
1067;1629
1067;1630
1067;1529
166;1310
166;1314
166;1321
166;1046
166;1048
190;1310
190;1314
190;1321
190;1046
190;1048
191;1310
191;1314
191;1321
191;1046
191;1048
192;1310
192;1314
192;1321
192;1046
192;1048
1065;1310
1065;1314
1065;1321
1065;1046
1065;1048
1066;1310
1066;1314
1066;1321
1066;1046
1066;1048
1067;1310
1067;1314
1067;1321
1067;1046
1067;1048
166;1406
166;637
166;1496
190;1406
190;637
190;1496
191;1406
191;637
191;1496
192;1406
192;637
192;1496
1065;1406
1065;637
1065;1496
1066;1406
1066;637
1066;1496
1067;1406
1067;637
1067;1496
166;1059
166;627
190;1059
190;627
191;1059
191;627
192;1059
192;627
1065;1059
1065;627
1066;1059
1066;627
1067;1059
1067;627
546;172
546;1023
546;1032
546;518
546;1177
546;1374
546;358
546;172
546;1023
546;1032
549;1529
549;1629
549;1630
549;1059
549;1529
549;1610
549;812
549;813
549;1654
549;1655
856;1034
856;1035
856;1596
856;1372
856;879
856;1116
1338;1105
1338;1059
832;1105
832;1059
500;1260
500;1629
500;1630
500;470
500;471
500;1344
779;913
424;1046
424;1048
424;1314
424;1316
509;1046
509;1048
509;1314
509;1316
1390;1046
1390;1048
1390;1314
1390;1316
452;1354
452;1065
452;191
452;1066
452;1067
452;1413
452;1260
452;975
371;627
371;228
5;627
5;228
1451;627
1451;228
349;753
349;40
348;753
348;40
581;1406
581;796
581;1647
581;401
581;400
517;1610
517;812
517;813
517;1654
517;1655
517;637
517;1496
517;401
517;400
517;1383
579;1046
579;1048
579;1629
579;1630
579;358
441;949
441;1629
441;1630
441;358
189;913
189;1310
189;1314
189;1321
844;913
844;1310
844;1314
844;1321
1697;913
1697;1310
1697;1314
1697;1321
1698;913
1698;1310
1698;1314
1698;1321
1699;913
1699;1310
1699;1314
1699;1321
189;1629
189;1630
189;1529
844;1629
844;1630
844;1529
1697;1629
1697;1630
1697;1529
1698;1629
1698;1630
1698;1529
1699;1629
1699;1630
1699;1529
189;1695
189;1302
189;1208
844;1695
844;1302
844;1208
1697;1695
1697;1302
1697;1208
1698;1695
1698;1302
1698;1208
1699;1695
1699;1302
1699;1208
283;1529
283;1629
283;1630
283;470
283;471
283;1344
283;627
283;584
283;627
283;584
1;913
166;913
1;1525
166;1525
1;1425
1;1610
1;812
1;813
1;1654
1;1655
1;1059
1;358
1;1177
1;584
166;1425
166;1610
166;812
166;813
166;1654
166;1655
166;1059
166;358
166;1177
166;584
70;949
70;1529
70;1610
70;812
70;813
70;1654
70;1655
70;1383
70;1059
70;1177
437;1336
587;1629
587;1630
587;949
705;786
705;358
705;1177
388;584
388;306
388;1147
388;637
388;1496
388;40
388;1406
388;1226
388;592
1;796
1;1647
1;1596
23;796
23;1647
23;1596
24;796
24;1647
24;1596
251;589
249;589
250;589
1133;589
251;975
251;1629
251;1630
251;1529
251;470
251;471
251;1344
251;1105
251;1425
251;949
251;1610
251;812
251;813
251;1654
251;1655
249;975
249;1629
249;1630
249;1529
249;470
249;471
249;1344
249;1105
249;1425
249;949
249;1610
249;812
249;813
249;1654
249;1655
250;975
250;1629
250;1630
250;1529
250;470
250;471
250;1344
250;1105
250;1425
250;949
250;1610
250;812
250;813
250;1654
250;1655
1133;975
1133;1629
1133;1630
1133;1529
1133;470
1133;471
1133;1344
1133;1105
1133;1425
1133;949
1133;1610
1133;812
1133;813
1133;1654
1133;1655
251;1046
251;1048
251;1105
251;1059
249;1046
249;1048
249;1105
249;1059
250;1046
250;1048
250;1105
250;1059
1133;1046
1133;1048
1133;1105
1133;1059
251;470
251;471
251;975
251;1344
251;949
249;470
249;471
249;975
249;1344
249;949
250;470
250;471
250;975
250;1344
250;949
1133;470
1133;471
1133;975
1133;1344
